quarter,govdef_owid,govdef_fred,govdef_spliced
1951.5,8.88840280964643,9.014,9.014
1951.75,9.490044379137185,9.4725,9.4725
1952.0,11.378744851820034,9.712,9.712
1952.25,11.898992271774292,10.51125,10.51125
1952.5,12.165785820468782,10.7835,10.7835
1952.75,12.499277756336896,11.1525,11.1525
1953.0,12.220897363343468,11.09025,11.09025
1953.25,12.500959594586757,11.0515,11.0515
1953.5,12.335468276124814,10.91725,10.91725
1953.75,12.348198377544962,11.13325,11.13325
1954.0,10.932616505277963,10.35675,10.35675
1954.25,10.66821042786325,10.0,10.0
1954.5,10.507267598132554,9.8625,9.8625
1954.75,10.530259430951224,9.60425,9.60425
1955.0,10.03276469729252,9.82375,9.82375
1955.25,10.098053838489651,9.643,9.643
1955.5,10.272158215015336,10.05175,10.05175
1955.75,10.185106026752493,9.86975,9.86975
1956.0,10.10964803170572,9.90775,9.90775
1956.25,10.470706889980926,10.35175,10.35175
1956.5,10.470706889980926,10.18025,10.18025
1956.75,10.799907613702436,10.4685,10.4685
1957.0,10.966110559188275,10.873,10.873
1957.25,11.017984308285666,11.178,11.178
1957.5,11.183980305397313,11.256,11.256
1957.75,11.453723800703743,11.26975,11.26975
1958.0,10.898570208135617,11.34125,11.34125
1958.25,11.274382973933397,11.51275,11.51275
1958.5,11.422730118327257,11.57475,11.57475
1958.75,11.709534597488723,11.55425,11.55425
1959.0,11.496662948109666,10.58725,10.58725
1959.25,11.633527983206209,10.3485,10.3485
1959.5,11.721512648625417,10.51275,10.51275
1959.75,11.633527983206209,10.55825,10.55825
1960.0,10.975533036378804,10.398,10.398
1960.25,11.115765570915162,10.467,10.467
1960.5,11.489718996345445,10.8285,10.8285
1960.75,11.676695709060587,10.93,10.93
1961.0,11.65974648529054,10.8265,10.8265
1961.25,11.760895705588803,10.871,10.871
1961.5,12.009171064502718,11.09125,11.09125
1961.75,12.340204876387936,11.3905,11.3905
1962.0,12.767462668196899,11.9545,11.9545
1962.25,12.887910429217623,12.014,12.014
1962.5,13.22145807512117,12.2545,12.2545
1962.75,13.360436260914314,12.33425,12.33425
1963.0,12.765228491695078,12.45575,12.45575
1963.25,12.800589235439386,12.391,12.391
1963.5,13.313320019731847,12.65225,12.65225
1963.75,13.410562065028692,13.01675,13.01675
1964.0,12.653900470368226,12.8815,12.8815
1964.25,12.80247855808292,12.74175,12.74175
1964.5,12.942802307591244,13.00075,13.00075
1964.75,12.951056645797614,12.765,12.765
1965.0,12.4180667128043,12.7485,12.7485
1965.25,12.638412636732385,12.94275,12.94275
1965.5,13.1892774465526,13.5915,13.5915
1965.75,13.653577786258213,14.63275,14.63275
1966.0,16.162606656436942,14.8805,14.8805
1966.25,16.589612003740225,15.4515,15.4515
1966.5,17.29825917586056,16.56775,16.56775
1966.75,17.688923642542285,16.855,16.855
1967.0,18.48281501612952,17.74875,17.74875
1967.25,18.591751057481957,18.24025,18.24025
1967.5,19.00933921599962,18.63625,18.63625
1967.75,19.463239388301425,19.09925,19.09925
1968.0,19.713548448183275,20.029,20.029
1968.25,20.06159208307651,20.3555,20.3555
1968.5,20.400711522203242,20.3835,20.3835
1968.75,20.766603548629462,20.66,20.66
1969.0,19.98634810029439,20.01825,20.01825
1969.25,20.258502627617545,20.49575,20.49575
1969.5,20.751782708390774,20.904,20.904
1969.75,20.777297195327318,21.19425,21.19425
1970.0,19.123482277437834,20.80775,20.80775
1970.25,19.22316362050387,20.2065,20.2065
1970.5,19.644892379629404,20.38325,20.38325
1970.75,19.966939795688898,20.38075,20.38075
1971.0,18.262195667041222,20.8875,20.8875
1971.25,18.559986495134805,20.58725,20.58725
1971.5,18.816225114657186,20.24125,20.24125
1971.75,18.97550858084678,20.62825,20.62825
1972.0,19.09389047220279,21.43025,21.43025
1972.25,19.409547472622602,21.47525,21.47525
1972.5,19.22821260004101,20.6055,20.6055
1972.75,19.7117722602586,20.923,20.923
1973.0,19.288118904797567,21.1265,21.1265
1973.25,19.518577676975696,21.24425,21.24425
1973.5,19.563389104899226,20.88675,20.88675
1973.75,20.08192134230002,21.61075,21.61075
1974.0,20.391047867056415,21.78975,21.78975
1974.25,21.09138437766982,22.258,22.258
1974.5,21.779214879165128,22.2815,22.2815
1974.75,22.56084044904616,23.197,23.197
1975.0,21.899947686697814,23.48525,23.48525
1975.25,22.141512888515035,23.57,23.57
1975.5,22.801398317869392,23.88175,23.88175
1975.75,23.40825723950778,24.4015,24.4015
1976.0,22.491349830816166,24.42475,24.42475
1976.25,22.508096926743807,24.778,24.778
1976.5,22.602997137000415,24.72625,24.72625
1976.75,23.01609216988212,25.40425,25.40425
1977.0,24.479461611212145,25.93125,25.93125
1977.25,25.08174786802929,26.3955,26.3955
1977.5,25.429220708500715,26.86725,26.86725
1977.75,25.950429969207864,27.286,27.286
1978.0,25.932319235336646,27.84575,27.84575
1978.25,26.98717390959726,28.64625,28.64625
1978.5,27.597279045520967,29.24675,29.24675
1978.75,28.36133594471514,29.39725,29.39725
